,Unnamed: 0,uncleaned_index,item_name,item_address,lat,lon,OGaddress,index,review_score,price,categories,diets,url
1571,1642,2328,Tops In Pizza,"276 Memorial Ave, Orillia, Ontario",44.5962794,-79.42398349999999,"276 Memorial Ave, Orillia, Ontario L3V 5X6 Canada",R1642,4.4,1.0,"['Italian', 'Pizza', 'Canadian']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g182145-d978415-Reviews-Tops_In_Pizza-Orillia_Ontario.html
1572,1643,2329,Wimpy's Diner,"294 Memorial Ave, Orillia, Ontario",44.595435200000004,-79.4240182,"294 Memorial Ave, Orillia, Ontario L3V 5X6 Canada",R1643,4.1,2.5,"['American', 'Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d12235278-Reviews-Wimpy_s_Diner-Orillia_Ontario.html
1573,1644,2330,Colborne Chinese Buffet,"72 Colborne St, Orillia, Ontario",44.60875678333333,-79.41529401666666,"72 Colborne St W, Orillia, Ontario L3V 2Y7 Canada",R1644,4.7,2.5,"['Chinese', 'Asian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g182145-d14920058-Reviews-Colborne_Chinese_Buffet-Orillia_Ontario.html
1576,1647,2334,5 Rivers Restaurent & Bar,"1035 Mississaga St, Orillia, Ontario",44.6013118,-79.43677679999999,"1035 Mississaga St west, Orillia, Ontario L3V 3C7 Canada",R1647,4.9,2.5,['Indian'],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d19444783-Reviews-5_Rivers_Restaurent_Bar-Orillia_Ontario.html
1579,1650,2339,Wilkie's Bakery & Pizza,"167 Mississaga St, Orillia, Ontario",44.60565226,-79.42549576,"167 Mississaga St E, Orillia, Ontario L3V 1V8 Canada",R1650,4.9,1.0,"['Italian', 'Deli', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d12684536-Reviews-Wilkie_s_Bakery_Pizza-Orillia_Ontario.html
1580,1651,2340,Lot 88 Kitchen and Bar,"294 Memorial St, Orillia, Ontario",44.595435200000004,-79.4240182,"294 Memorial St, Orillia, Ontario L3V 5X6 Canada",R1651,4.0,2.5,"['American', 'Steakhouse', 'Contemporary']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d17853362-Reviews-Lot_88_Kitchen_and_Bar-Orillia_Ontario.html
1581,1652,2341,Montana's,"3250 Monarch Dr, Orillia, Ontario",44.61012383906829,-79.45131438021578,"3250 Monarch Dr #d, Orillia, Ontario L3V 8A2 Canada",R1652,3.7,2.5,"['American', 'Bar', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d5770940-Reviews-Montana_s-Orillia_Ontario.html
1585,1656,2345,331 Atherley Diner,"331 Atherley Road, Orillia, Ontario",44.6056996,-79.3940975,"331 Atherley Road, Orillia, Ontario L3V 1N8 Canada",R1656,4.1,1.0,"['Asian', 'Korean', 'Diner']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g182145-d11977677-Reviews-331_Atherley_Diner-Orillia_Ontario.html
1586,1657,2346,Cafe Seoulista,"575 West St, Orillia, Ontario",44.6308483,-79.432879,"575 West St S Unit 2A, Orillia, Ontario L3V 7N6 Canada",R1657,4.8,2.5,"['Quick Bites', 'Cafe', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d15148006-Reviews-Cafe_Seoulista-Orillia_Ontario.html
1587,1658,2347,Bakes by The Lake,"178 Mississaga St, Orillia, Ontario",44.6055806125,-79.4264006,"178 Mississaga St E, Orillia, Ontario L3V 1V9 Canada",R1658,4.9,1.0,"['Cafe', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d17731933-Reviews-Bakes_by_The_Lake-Orillia_Ontario.html
1589,1660,2349,Twisted Indian Wraps,"685 University Ave, Orillia, Ontario",44.598138,-79.4534579,"685 University Ave Unit 1 just north of Costco east side, Orillia, Ontario L3V 8K8 Canada",R1660,5.0,2.5,[],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d17950936-Reviews-Twisted_Indian_Wraps-Orillia_Ontario.html
1590,1661,2350,The Mexican House,"247 West St, Orillia, Ontario",44.6308483,-79.432879,"247 West St N B, Orillia, Ontario L3V 5C9 Canada",R1661,5.0,1.0,['Mexican'],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d17806089-Reviews-The_Mexican_House-Orillia_Ontario.html
1591,1662,2352,Burrito Boyz,"8873 Highway 11, Orillia, Ontario",44.611034000000004,-79.4450765,"8873 Highway 11 North, Orillia, Ontario L3V 6H3 Canada",R1662,4.9,1.0,"['Mexican', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d14784377-Reviews-Burrito_Boyz-Orillia_Ontario.html
1593,1664,2354,The Brownstone Cafe,"178 Mississaga St, Orillia, Ontario",44.6055806125,-79.4264006,"178 Mississaga St E, Orillia, Ontario L3V 1V9 Canada",R1664,4.3,2.5,"['Bar', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d2257066-Reviews-The_Brownstone_Cafe-Orillia_Ontario.html
1594,1665,2355,Hog and Penny,"9 Matchedash St, Orillia, Ontario",44.60957691962194,-79.41551917859253,"9 Matchedash St N, Orillia, Ontario L3V 4T4 Canada",R1665,3.9,2.5,"['Bar', 'British', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d6727207-Reviews-Hog_and_Penny-Orillia_Ontario.html
1595,1666,2357,Swiss Chalet,"390 Memorial Ave, Orillia, Ontario",44.59090989894512,-79.42425934475561,"390 Memorial Ave, Orillia, Ontario L3V 6K8 Canada",R1666,3.5,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d4101147-Reviews-Swiss_Chalet-Orillia_Ontario.html
1596,1667,2359,Fin City Fish & Chips,"300 James St, Orillia, Ontario",44.604749700000006,-79.3962515,"300 James St E, Orillia, Ontario L3V 1M2 Canada",R1667,3.9,2.5,"['Seafood', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d16761777-Reviews-Fin_City_Fish_Chips-Orillia_Ontario.html
1597,1668,2360,Hermies' Diner,"575 West St, Orillia, Ontario",44.6308483,-79.432879,"575 West St S, Orillia, Ontario L3V 7N6 Canada",R1668,5.0,8.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d19494214-Reviews-Hermies_Diner-Orillia_Ontario.html
1598,1669,2361,East Side Mario's Orillia,"315 Memorial Ave, Orillia, Ontario",44.59363606666667,-79.42447363333333,"315 Memorial Ave, Orillia, Ontario L3V 5Y1 Canada",R1669,3.4,2.5,"['Italian', 'International', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g182145-d768218-Reviews-East_Side_Mario_s_Orillia-Orillia_Ontario.html
1600,1671,2363,Stuffed,"11 Peter St, Orillia, Ontario",44.6086919,-79.41749869473685,"11 Peter St S, Orillia, Ontario L3V 5A8 Canada",R1671,4.6,1.0,"['Cafe', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d17605204-Reviews-Stuffed-Orillia_Ontario.html
1601,1672,2364,Orillia Grill,"247B West Street, Orillia, Ontario",44.6308483,-79.432879,"247B West Street North, Orillia, Ontario L3V 5C9 Canada",R1672,4.2,1.0,"['Lebanese', 'Mediterranean', 'Middle Eastern']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d12661859-Reviews-Orillia_Grill-Orillia_Ontario.html
1602,1673,2365,Mucho Burrito Fresh Mexican Grill,"3220 Monarch Dr, Orillia, Ontario",44.6092392695419,-79.45282127765402,"3220 Monarch Dr, Orillia, Ontario L3V 8A2 Canada",R1673,4.1,11.0,"['Mexican', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d11925101-Reviews-Mucho_Burrito_Fresh_Mexican_Grill-Orillia_Ontario.html
1603,1674,2366,Panda Kitchen,"3220 Monarch Dr, Orillia, Ontario",44.6092392695419,-79.45282127765402,"3220 Monarch Dr Unit 4, Orillia, Ontario L3V 8A2 Canada",R1674,4.0,1.0,"['Chinese', 'Japanese', 'Sushi']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d12877972-Reviews-Panda_Kitchen-Orillia_Ontario.html
1604,1675,2367,Flippin Eggs,"598 Atherley Rd, Orillia, Ontario",44.605872399999996,-79.3766632,"598 Atherley Rd, Orillia, Ontario L3V 1P2 Canada",R1675,3.5,2.5,"['Diner', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g182145-d10679013-Reviews-Flippin_Eggs-Orillia_Ontario.html
1606,1677,2370,Domino's Pizza,"170 Memorial Ave, Orillia, Ontario",44.599463,-79.4246667,"170 Memorial Ave # 2, Orillia, Ontario L3V 7M9 Canada",R1677,4.2,1.0,['Pizza'],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d4854128-Reviews-Domino_s_Pizza-Orillia_Ontario.html
1608,1679,2375,Wimpy's Diner,"685 University Ave, Orillia, Ontario",44.598138,-79.4534579,"685 University Ave, Orillia, Ontario L3V 8K8 Canada",R1679,4.2,2.5,[],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d18917411-Reviews-Wimpy_s_Diner-Orillia_Ontario.html
1609,1680,2376,Subway,"205 Memorial Ave, Orillia, Ontario",44.596879,-79.42457879999999,"205 Memorial Ave Unit 1, Orillia, Ontario L3V 5X8 Canada",R1680,4.2,8.0,['Deli'],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d5033377-Reviews-Subway-Orillia_Ontario.html
1611,1682,2379,Fin City Fish & Chips Restaurant,"300 James St, Orillia, Ontario",44.604749700000006,-79.3962515,"300 James St E, Orillia, Ontario L3V 1M2 Canada",R1682,5.0,1.0,"['Italian', 'Seafood', 'British']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d16750853-Reviews-Fin_City_Fish_Chips_Restaurant-Orillia_Ontario.html
1612,1683,2381,Koi Sushi,"660 Atherley Rd, Orillia, Ontario",44.6045669,-79.3727171,"660 Atherley Rd Unit 1, Orillia, Ontario L3V 1P2 Canada",R1683,3.5,2.5,"['Japanese', 'Sushi', 'Asian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g182145-d4875895-Reviews-Koi_Sushi-Orillia_Ontario.html
1613,1684,2382,Subway,"660 Atherley Rd, Orillia, Ontario",44.6045669,-79.3727171,"660 Atherley Rd Unit 6, Orillia, Ontario L3V 1P2 Canada",R1684,4.0,9.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d4876135-Reviews-Subway-Orillia_Ontario.html
1615,1686,2385,Mr.Sub,"425 - 427, Orillia, Ontario",44.6092059,-79.4175587,"425 - 427 West St. North Unit 22, Orillia, Ontario L3V 7R2 Canada",R1686,3.8,9.0,['Deli'],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d5105165-Reviews-Mr_Sub-Orillia_Ontario.html
1617,1688,2387,St. Louis Bar & Grill,"685 University Ave, Orillia, Ontario",44.598138,-79.4534579,"685 University Ave, Orillia, Ontario L3V 8K8 Canada",R1688,3.7,2.5,"['Bar', 'Fast food', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d18966888-Reviews-St_Louis_Bar_Grill-Orillia_Ontario.html
1618,1689,2388,Leacock's Food Emporium,"85 Mississaga St, Orillia, Ontario",44.606996573684214,-79.42231136842105,"85 Mississaga St E, Orillia, Ontario L3V 1V6 Canada",R1689,4.0,2.5,[],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d976207-Reviews-Leacock_s_Food_Emporium-Orillia_Ontario.html
1619,1690,2389,Country Style,"661 Atherley Rd, Orillia, Ontario",44.604089,-79.3723983,"661 Atherley Rd Ultramar Gas Station, Orillia, Ontario L3V 1P1 Canada",R1690,4.0,4.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d15589735-Reviews-Country_Style-Orillia_Ontario.html
1626,1697,2399,Bollocks Pub & Kitchen,"30 Taunton Rd, Whitby, Ontario",43.911536100000006,-78.9980047,"30 Taunton Rd E, Whitby, Ontario L1R 0A1 Canada",R1697,3.9,2.5,"['Grill', 'Pub', 'Gastropub']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g181734-d11749921-Reviews-Bollocks_Pub_Kitchen-Whitby_Ontario.html
1630,1701,2404,Ciao Amici,"8 Bond St, Oshawa, Ontario",43.9045192,-78.8421528,"8 Bond St W Downtown, Oshawa, Ontario L1G 1A2 Canada",R1701,4.9,1.0,"['Italian', 'Canadian', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d7906375-Reviews-Ciao_Amici-Oshawa_Ontario.html
1631,1702,2407,Pizzamunno,"35 King St, Oshawa, Ontario",43.89777279999999,-78.86224,"35 King St E, Oshawa, Ontario L1H 1B2 Canada",R1702,4.5,1.0,"['Italian', 'Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d9748232-Reviews-Pizzamunno-Oshawa_Ontario.html
1634,1705,2410,The Portly Piper Pub,"557 King St, Oshawa, Ontario",43.90220781666667,-78.84320049166666,"557 King St E, Oshawa, Ontario L1H 1G3 Canada",R1705,3.9,2.5,"['Bar', 'Pub', 'Canadian']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d12335109-Reviews-The_Portly_Piper_Pub-Oshawa_Ontario.html
1636,1707,2412,La Pizza and Pasta,"30 Taunton Rd, Oshawa, Ontario",43.932992600000006,-78.8788875,"30 Taunton Rd E, Oshawa, Ontario L1G 3T7 Canada",R1707,4.4,2.5,"['Italian', 'Pizza', 'Vegetarian Friendly']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d4065501-Reviews-La_Pizza_and_Pasta-Oshawa_Ontario.html
1639,1710,2416,Brothers Ristorante,"110 Lupin Dr, Whitby, Ontario",43.8820964415576,-78.93038309815444,"110 Lupin Dr, Whitby, Ontario L1N 1X8 Canada",R1710,4.4,2.5,"['Italian', 'Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g181734-d682971-Reviews-Brothers_Ristorante-Whitby_Ontario.html
1642,1713,2419,Pho Viet Nam 999,"299 King St, Oshawa, Ontario",43.900034999999995,-78.8526897,"299 King St W, Oshawa, Ontario L1J 2J8 Canada",R1713,4.0,2.5,"['Asian', 'Vietnamese', 'Soups']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d4084268-Reviews-Pho_Viet_Nam_999-Oshawa_Ontario.html
1644,1715,2423,Cork & Bean,"8 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"8 Simcoe St N On Simcoe between King and Bond, Oshawa, Ontario L1G 4R8 Canada",R1715,4.6,2.5,"['Cafe', 'Wine Bar', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d12904401-Reviews-Cork_Bean-Oshawa_Ontario.html
1645,1716,2424,Down East Donair,"23 Bond St, Oshawa, Ontario",43.8986059,-78.86305390000001,"23 Bond St, Oshawa, Ontario Canada",R1716,4.5,1.0,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d4475120-Reviews-Down_East_Donair-Oshawa_Ontario.html
1648,1719,2428,Uncle Archie's Grill,"804 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"804 Simcoe St S Simcoe Street South and Conant Street West side of Simcoe Street S beside Re-Gear, Oshawa, Ontario L1H 4K6 Canada",R1719,4.8,2.5,"['American', 'Fast food', 'Greek']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d14145173-Reviews-Uncle_Archie_s_Grill-Oshawa_Ontario.html
1649,1720,2429,Tybah's Kabab,"1240 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"1240 Simcoe St N, Oshawa, Ontario L1G 4X3 Canada",R1720,4.2,1.0,"['Lebanese', 'Middle Eastern', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d5291406-Reviews-Tybah_s_Kabab-Oshawa_Ontario.html
1650,1721,2430,Malinee's Thai House,"300 Taunton Rd, Oshawa, Ontario",43.932992600000006,-78.8788875,"300 Taunton Rd E Unit #8, Oshawa, Ontario L1G 7T4 Canada",R1721,4.4,2.5,"['Asian', 'Thai', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155003-d7599698-Reviews-Malinee_s_Thai_House-Oshawa_Ontario.html
1651,1722,2433,Captain George Fish & Chips,"1300 King St, Oshawa, Ontario",43.896375,-78.869879,"1300 King St E, Oshawa, Ontario L1H 8J4 Canada",R1722,4.4,2.5,"['Seafood', 'Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d768273-Reviews-Captain_George_Fish_Chips-Oshawa_Ontario.html
1652,1723,2434,The Crooked Uncle,"1180 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"1180 Simcoe St N, Oshawa, Ontario L1G 4W8 Canada",R1723,4.2,2.5,"['Bar', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d3344110-Reviews-The_Crooked_Uncle-Oshawa_Ontario.html
1653,1724,2435,Jimmy Guacos Bordertown Burritos,"36 Athol St, Oshawa, Ontario",43.89703355,-78.86177099774733,"36 Athol St E, Oshawa, Ontario L1H 1J7 Canada",R1724,4.0,2.5,"['Mexican', 'Fast food', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d4849760-Reviews-Jimmy_Guacos_Bordertown_Burritos-Oshawa_Ontario.html
1657,1728,2440,Tokushima Sushi,"250 Taunton Rd, Oshawa, Ontario",43.932992600000006,-78.8788875,"250 Taunton Rd W, Oshawa, Ontario L1G 3T3 Canada",R1728,3.8,2.5,"['Japanese', 'Sushi', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d1542705-Reviews-Tokushima_Sushi-Oshawa_Ontario.html
1658,1729,2442,Thai Culture,"81 King St, Oshawa, Ontario",43.89802810000001,-78.86064375419355,"81 King St E, Oshawa, Ontario L1H 1B4 Canada",R1729,3.9,2.5,"['Asian', 'Thai', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d7363634-Reviews-Thai_Culture-Oshawa_Ontario.html
1659,1730,2443,S & S Homestyle Fried Chicken,"621 King St, Oshawa, Ontario",43.90274315,-78.840814825,"621 King St E, Oshawa, Ontario L1H 1G3 Canada",R1730,4.9,1.0,"['American', 'Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d4853090-Reviews-S_S_Homestyle_Fried_Chicken-Oshawa_Ontario.html
1660,1731,2444,Tutto,"29 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"29 Simcoe St S, Oshawa, Ontario L1H 4G1 Canada",R1731,4.7,2.5,['Cafe'],[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d8473615-Reviews-Tutto-Oshawa_Ontario.html
1661,1732,2445,Johnny's Original Eatery,"850 King St, Oshawa, Ontario",43.8906689,-78.89509389999998,"850 King St W, Oshawa, Ontario L1J 2L5 Canada",R1732,3.7,2.5,"['Diner', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155003-d4404666-Reviews-Johnny_s_Original_Eatery-Oshawa_Ontario.html
1662,1733,2446,Kenzo Ramen,"24 King St, Oshawa, Ontario",43.906203000000005,-78.82335729319371,"24 King St E, Oshawa, Ontario L1H 1A9 Canada",R1733,4.6,2.5,"['Japanese', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d15185121-Reviews-Kenzo_Ramen-Oshawa_Ontario.html
1663,1734,2447,Wimpy's Diner,"1423 King Street, Oshawa, Ontario",43.906203000000005,-78.82335729319371,"1423 King Street E. Unit B1- Bldg C, Oshawa, Ontario L1E 2J6 Canada",R1734,4.0,2.5,"['American', 'Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d2519351-Reviews-Wimpy_s_Diner-Oshawa_Ontario.html
1664,1735,2448,Crepe Castle,"1272 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"1272 Simcoe St N, Oshawa, Ontario L1G 4X4 Canada",R1735,4.0,2.5,"['Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155003-d17696448-Reviews-Crepe_Castle-Oshawa_Ontario.html
1665,1736,2449,Melt Food Co.,"238 Ritson Rd, Oshawa, Ontario",43.9060039,-78.8573691,"238 Ritson Rd N, Oshawa, Ontario L1G 0B2 Canada",R1736,4.2,1.0,"['Fast food', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155003-d9608617-Reviews-Melt_Food_Co-Oshawa_Ontario.html
1666,1737,2450,Maharaja Authentic Indian Cuisine,"74 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"74 Simcoe St N, Oshawa, Ontario L1G 4S2 Canada",R1737,3.8,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d5107340-Reviews-Maharaja_Authentic_Indian_Cuisine-Oshawa_Ontario.html
1667,1738,2452,Traditions Family Restaurant,"1053 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"1053 Simcoe St N, Oshawa, Ontario L1G 4X1 Canada",R1738,3.7,2.5,"['American', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d3606535-Reviews-Traditions_Family_Restaurant-Oshawa_Ontario.html
1668,1739,2453,The Wee Pub,"361 Wilson Rd, Oshawa, Ontario",43.91179165,-78.84768428264266,"361 Wilson Rd S, Oshawa, Ontario L1H 6C6 Canada",R1739,4.7,1.0,"['Bar', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d978648-Reviews-The_Wee_Pub-Oshawa_Ontario.html
1669,1740,2454,Osaka Sushi,"46 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"46 Simcoe St N, Oshawa, Ontario L1G 4S1 Canada",R1740,4.4,2.5,"['Japanese', 'Sushi', 'Asian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155003-d3460775-Reviews-Osaka_Sushi-Oshawa_Ontario.html
1670,1741,2455,Pb Fish And Chips,"D 555 Rossland, Oshawa, Ontario",43.9121093,-78.8846351,"D 555 Rossland Rd E, Oshawa, Ontario L1K 1K8 Canada",R1741,4.3,1.0,"['Seafood', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d4852808-Reviews-Pb_Fish_And_Chips-Oshawa_Ontario.html
1671,1742,2456,Buffalo Wild Wings Grill and Bar,"903 Taunton Rd, Oshawa, Ontario",43.932992600000006,-78.8788875,"903 Taunton Rd E, Oshawa, Ontario L1H 7K5 Canada",R1742,3.6,2.5,"['American', 'Bar', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155003-d2390397-Reviews-Buffalo_Wild_Wings_Grill_and_Bar-Oshawa_Ontario.html
1672,1743,2458,Rainbow Sushi,"1180 Simcoe St, Oshawa, Ontario",43.9678309,-78.91206190000001,"1180 Simcoe St N, Oshawa, Ontario L1G 4W8 Canada",R1743,4.2,2.5,"['Japanese', 'Sushi', 'Asian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155003-d6637275-Reviews-Rainbow_Sushi-Oshawa_Ontario.html
1675,1746,2461,East Grille & Lounge,"555 Rossland Rd, Oshawa, Ontario",43.91968060740741,-78.85091076666667,"555 Rossland Rd E, Oshawa, Ontario L1K 1K8 Canada",R1746,3.7,2.5,"['American', 'Bar', 'Canadian']","['vegan options', 'vegetarian friendly']",https://www.tripadvisor.ca/Restaurant_Review-g155003-d12999856-Reviews-East_Grille_Lounge-Oshawa_Ontario.html
